run,r/m,Tm0/K,tstart/Myr,tend/Myr,tstep/Myr,maxt /Myr,cond_i,int_time/s,dr/m,out_interval/Myr,viscosity
14,100000.0,1600,0.8,200,0.00012005804375085131,61.44419929192097,nan,43.140414344999954,500,6.341958396752917e-13,Dodds
20,100000.0,1600,0.8,200,0.00012005804375085131,61.442278363220936,nan,42.56886209700133,500,6.341958396752917e-13,Dodds
12,100000.0,1600,0.8,200,0.00012005804375085131,56.22203456285825,211450610755130.28,39.07863171200006,500,6.341958396752917e-13,Dodds
12,100000.0,1600,0.8,200,0.00012005804375085131,56.22203456285825,211450610755130.28,40.003812990998995,500,6.341958396752917e-13,Dodds
12,100000.0,1600,0.8,200,0.00012005804375085131,56.22203456285825,211450610755130.28,38.82207068400021,500,6.341958396752917e-13,Dodds
13,100000.0,1600,0.8,200,0.00012005804375085131,56.222154620902,211461969206533.44,39.484977349000474,500,6.341958396752917e-13,Dodds
14,100000.0,1600,0.8,200,0.00012005804375085131,56.222514795033256,211465755357001.16,39.92528308200053,500,6.341958396752917e-13,Dodds
15,100000.0,1600,0.8,200,0.00012005804375085131,56.222634853077004,211465755357001.16,39.499424723999255,500,6.341958396752917e-13,Dodds
16,100000.0,1600,0.8,200,0.00012005804375085131,56.222634853077004,211465755357001.16,38.889067717000216,500,6.341958396752917e-13,Dodds
17,100000.0,1600,0.8,200,0.00012005804375085131,56.22261804495089,211465225295935.88,38.7236121090009,500,6.341958396752917e-13,Dodds
18,100000.0,1600,0.8,200,0.00012005804375085131,56.22235751899595,211468367800824.28,39.406930298999214,500,6.341958396752917e-13,Dodds
19,100000.0,1600,0.8,200,0.00012005804375085131,56.22245716717227,211467724155244.97,38.990298165999775,500,6.341958396752917e-13,Dodds
20,100000.0,1600,0.8,200,0.00012005804375085131,56.222536405481165,211466436864086.34,39.28813672999968,500,6.341958396752917e-13,Dodds
