run,radius/m,Tsolidus /K,Tm0 /K,Start time /Myr,Input endtime /Myr,max timestep /Myr,end time of solidifcation /Myr,cond,cond_t,cond_i
11,400000.0,1450,1600,4.0,500,0.0008808275551045718,499.9996468971159,1,91.7255051722194,17558
12,400000.0,1450,1600,1.0,500,0.0008808275551045718,499.99967580581495,1,99.39137629305486,19692
