run,r,default,rcmf,eta0,beta,w,etal,alpha_n,Xs_0,Fe0,t_acc_m,t_end_m,dr,dt,status,tsolid,int_time,diff_time,diff_T,peakT,tmax,peak_coreT,tcoremax,tstrat_remove,terode,fcond_t,lconv_t,lconv_T,max_R,max_Rt,max_B,max_Bt,Bn1, magon_1, magoff_1, magon_2, magoff_2, Bn2, magon_3, magoff_3,             magon_4, magoff_4, Bn3, magon_5, magoff_5, magon_6, magoff_6
,m,,,Pas,K^-1,K,Pas,,wt %,60Fe/56Fe,Myr,Myr,m,t_cond_core,,Myr,s,Myr,K,K,Myr,K,Myr,Myr,Myr,Myr,Myr,K,,Myr,T,Myr,,Myr,Myr,Myr,Myr,,Myr,Myr,Myr,Myr,,Myr,Myr,Myr,Myr
