run,r,rcr,default,rcmf,eta0,beta,w,etal,alpha_n,Xs_0,Fe0,t_start_m,t_end_m,dr,dt,icfrac,xwater,accrete,status,d1_low,d1_up,d2_low,d2_up,d3_low,d3_up,f1,f2,f3,c1,c2,c3,subfolder
,m,,,,Pas,K^-1,K,Pas,,wt %,60Fe/56Fe,Myr,Myr,m,t_cond_core,,wt %,,,km,km,km,km,km,km,,,,,,,
