run,r,rcr,default,rcmf,eta0,beta,w,etal,alpha_n,Xs_0,Fe0,t_acc_m,t_end_m,dr,dt,icfrac,xwater,accrete,status,tsolid,int_time,diff_time,diff_T,peakT,tmax,peak_coreT,tcoremax,tstrat_start,tstrat_remove,terode,fcond_t,fcond_T,tsolid_start,max_Rtherm,max_Rthermt,max_Btherm,max_Bthermt,max_Rcomp,max_Bcomp,Bn1,magon_1,magoff_1,magon_2,magoff_2,magon_3,magoff_3,Bn2,magon_4,magoff_4,magon_5,magoff_5,Bn3,magon_6,magoff_6,magon_7,magoff_7
,m,,,,Pas,K^-1,K,Pas,,wt %,60Fe/56Fe,Myr,Myr,m,t_cond_core,,Wt %,,,Myr,s,Myr,K,K,Myr,K,Myr,Myr,Myr,Myr,Myr,K,Myr,,Myr,T,Myr,,T,,Myr,Myr,Myr,Myr,Myr,Myr,,Myr,Myr,Myr,Myr,,Myr,Myr,Myr,Myr
