run,tsolid,int_time,diff_time,diff_T,peakT,tmax,peak_coreT,tcoremax,tstrat_start,tstrat_remove,terode,fcond_t,fcond_T,tsolid_start,max_R,max_Rt,max_B,max_Bt,Bn1,magon_1,magoff_1,magon_2,magoff_2,magon_3,magoff_3,Bn2,magon_4,magoff_4,magon_5,magoff_5,Bn3,magon_6,magoff_6,magon_7,magoff_7
,Myr,s,Myr,K,K,Myr,K,Myr,Myr,Myr,Myr,Myr,K,Myr,,Myr,T,Myr,,Myr,Myr,Myr,Myr,Myr,Myr,,Myr,Myr,Myr,Myr,,Myr,Myr,Myr,Myr
