run,r,rcr,Xs0,eta0,d1_low,d1_up,d2_low,d2_up,d3_low,d3_up,f1,f2,f3,c1,c2,c3,subfolder
,km,,Wt %,Pas,km,km,km,km,km,km,,,,,,,
