run,r,rcr,default,rcmf,eta0,beta,w,etal,alpha_n,Xs_0,Fe0,t_start_m,t_end_m,tcrust,dcrust,dr,dt,icfrac,xwater,accrete,pdiff
,m,,,,Pas,K^-1,K,Pas,,Wt %,,Myr,Myr,Myr,m,m,t_cond_core,,Wt %,,
